,Name,Rating,Genre,Release date,Runtime,Director,Url
402,The Blind Side,77.0,Drama,11/20/2009,2h 9m,John Lee Hancock,https://www.themoviedb.org/movie/22881
403,Mulan,79.0,"Animation,Family,Adventure",06/19/1998,1h 28m,Tony Bancroft,https://www.themoviedb.org/movie/10674
404,How to Train Your Dragon 2,77.0,"Fantasy,Action,Adventure,Animation,Comedy,Family",06/13/2014,1h 42m,Dean DeBlois,https://www.themoviedb.org/movie/82702
405,Decision to Leave,73.0,"Mystery,Thriller,Crime,Drama,Romance",06/29/2022,2h 18m,Park Chan-wook,https://www.themoviedb.org/movie/705996
406,The Nightmare Before Christmas,78.0,"Fantasy,Animation,Family",10/29/1993,1h 16m,Henry Selick,https://www.themoviedb.org/movie/9479
407,The Little Guy,75.0,"Animation,Family,Comedy,Science Fiction",08/10/2022,5m,Kirsten Lepore,https://www.themoviedb.org/movie/1010819
408,Raya and the Last Dragon,80.0,"Animation,Family,Fantasy,Action,Adventure",03/05/2021,1h 47m,Carlos López Estrada,https://www.themoviedb.org/movie/527774
409,Murder Party,50.0,"Comedy,Crime",03/09/2022,1h 43m,Nicolas Pleskof,https://www.themoviedb.org/movie/862734
410,Violent Night,60.0,"Action,Comedy",12/02/2022,1h 52m,Tommy Wirkola,https://www.themoviedb.org/movie/899112
411,Frozen,73.0,"Animation,Family,Adventure,Fantasy",11/27/2013,1h 42m,Chris Buck,https://www.themoviedb.org/movie/109445
412,The Super Mario Bros. Movie,0.0,"Adventure,Animation,Comedy,Family,Fantasy",04/07/2023,null,Aaron Horvath,https://www.themoviedb.org/movie/502356
413,Presences,70.0,Horror,09/07/2022,null,Luis Mandoki,https://www.themoviedb.org/movie/772450
414,Captain Marvel,69.0,"Action,Adventure,Science Fiction",03/08/2019,2h 4m,Ryan Fleck,https://www.themoviedb.org/movie/299537
415,The Hobbit: The Battle of the Five Armies,73.0,"Action,Adventure,Fantasy",12/17/2014,2h 24m,Peter Jackson,https://www.themoviedb.org/movie/122917
416,Space Jam: A New Legacy,69.0,"Family,Animation,Comedy,Science Fiction",07/16/2021,1h 55m,Malcolm D. Lee,https://www.themoviedb.org/movie/379686
417,Tom and Jerry Cowboy Up!,69.0,"Animation,Comedy,Family,Western",01/25/2022,1h 15m,Darrell Van Citters,https://www.themoviedb.org/movie/892153
418,The Forgiven,60.0,Drama,09/02/2022,1h 57m,John Michael McDonagh,https://www.themoviedb.org/movie/522927
419,Purpose of Reunion 3,43.0,"Drama,Romance",02/20/2018,1h 20m,Lee Do-si,https://www.themoviedb.org/movie/502235
420,Troll,95.0,"Action,Adventure,Fantasy",12/01/2022,1h 43m,Roar Uthaug,https://www.themoviedb.org/movie/736526
421,Free Guy,76.0,"Comedy,Adventure,Science Fiction",09/17/2021,1h 55m,Shawn Levy,https://www.themoviedb.org/movie/550988
422,Triangle of Sadness,76.0,"Comedy,Drama",10/07/2022,2h 27m,Ruben Östlund,https://www.themoviedb.org/movie/497828
423,Dawn of the Planet of the Apes,73.0,"Science Fiction,Action,Drama,Thriller",07/10/2014,2h 10m,Matt Reeves,https://www.themoviedb.org/movie/119450
424,Thor: Ragnarok,76.0,"Action,Adventure,Fantasy,Science Fiction,Comedy",11/03/2017,2h 11m,Taika Waititi,https://www.themoviedb.org/movie/284053
425,Captain America: Civil War,74.0,"Adventure,Action,Science Fiction",05/06/2016,2h 27m,Joe Russo,https://www.themoviedb.org/movie/271110
426,Spider-Man: Far from Home,75.0,"Action,Adventure,Science Fiction",07/04/2019,2h 9m,Jon Watts,https://www.themoviedb.org/movie/429617
427,The SpongeBob Movie: Sponge on the Run,76.0,"Family,Animation,Fantasy,Adventure,Comedy",08/14/2020,1h 35m,Tim Hill,https://www.themoviedb.org/movie/400160
428,Through My Window,75.0,"Drama,Romance",02/04/2022,1h 52m,Marçal Forés,https://www.themoviedb.org/movie/818647
429,Deadpool 2,75.0,"Action,Comedy,Adventure",05/18/2018,2h,David Leitch,https://www.themoviedb.org/movie/383498
430,2037,74.0,"Family,Drama",06/08/2022,2h 6m,Mo Hong-jin,https://www.themoviedb.org/movie/833593
431,The Polar Express,67.0,"Animation,Family,Adventure,Fantasy,Comedy",12/24/2004,1h 40m,Robert Zemeckis,https://www.themoviedb.org/movie/5255
432,American Siege,56.0,"Action,Thriller,Crime,Drama",03/31/2022,1h 30m,Edward Drake,https://www.themoviedb.org/movie/766907
433,Boyka: Undisputed IV,70.0,"Action,Drama",08/01/2016,1h 27m,Todor Chapkanov,https://www.themoviedb.org/movie/348893
434,The Lord of the Rings: The Fellowship of the Ring,84.0,"Adventure,Fantasy,Action",03/15/2002,2h 59m,Peter Jackson,https://www.themoviedb.org/movie/120
435,Corpse Bride,75.0,"Romance,Fantasy,Animation",09/23/2005,1h 17m,Mike Johnson,https://www.themoviedb.org/movie/3933
436,Guillermo del Toro's Pinocchio,67.0,"Animation,Fantasy,Drama,Thriller",11/17/2022,1h 57m,Mark Gustafson,https://www.themoviedb.org/movie/555604
437,The Hangover,73.0,Comedy,06/05/2009,1h 40m,Todd Phillips,https://www.themoviedb.org/movie/18785
438,Chip 'n Dale: Rescue Rangers,70.0,"Animation,Family,Comedy,Adventure,Mystery",05/20/2022,1h 39m,Akiva Schaffer,https://www.themoviedb.org/movie/420821
439,A Quiet Place Part II,76.0,"Science Fiction,Thriller,Horror",05/28/2021,1h 37m,John Krasinski,https://www.themoviedb.org/movie/520763
440,Spider-Man: Into the Spider-Verse,84.0,"Action,Adventure,Animation,Science Fiction",12/14/2018,1h 57m,Peter Ramsey,https://www.themoviedb.org/movie/324857
441,Incredibles 2,75.0,"Action,Adventure,Animation,Family",06/22/2018,1h 58m,Brad Bird,https://www.themoviedb.org/movie/260513
442,No Time to Die,74.0,"Adventure,Action,Thriller",09/30/2021,2h 43m,Cary Joji Fukunaga,https://www.themoviedb.org/movie/370172
443,Undisputed III: Redemption,76.0,"Action,Thriller",05/22/2010,1h 36m,Isaac Florentine,https://www.themoviedb.org/movie/38234
444,Elvis,78.0,"Music,Drama,History",06/23/2022,2h 39m,Baz Luhrmann,https://www.themoviedb.org/movie/614934
445,No Manches Frida 2,80.0,Comedy,03/15/2019,1h 42m,Nacho G. Velilla,https://www.themoviedb.org/movie/554596
446,The Penitent Thief,57.0,Drama,02/25/2021,1h 33m,Lucas Miles,https://www.themoviedb.org/movie/778552
447,The Amazing Spider-Man,67.0,"Action,Adventure,Fantasy",06/29/2012,2h 16m,Marc Webb,https://www.themoviedb.org/movie/1930
448,Carter,61.0,"Action,Thriller",08/05/2022,2h 12m,Jung Byung-gil,https://www.themoviedb.org/movie/800345
449,Yaksha: Ruthless Operations,64.0,"Action,Adventure,Crime,Thriller",04/08/2022,2h 5m,Na Hyun,https://www.themoviedb.org/movie/606402
450,The Godfather,87.0,"Drama,Crime",03/14/1972,2h 55m,Francis Ford Coppola,https://www.themoviedb.org/movie/238
451,Real Steel,69.0,"Action,Science Fiction,Drama",10/06/2011,2h 7m,Shawn Levy,https://www.themoviedb.org/movie/39254
452,A Trip to Infinity,66.0,Documentary,09/26/2022,1h 19m,Drew Takahashi,https://www.themoviedb.org/movie/1005031
453,Meet Cute,62.0,"Comedy,Romance,Science Fiction",09/21/2022,1h 30m,Alexandre Lehmann,https://www.themoviedb.org/movie/843543
454,Fight Club,84.0,"Drama,Thriller,Comedy",10/15/1999,2h 19m,David Fincher,https://www.themoviedb.org/movie/550
455,Shrek the Third,63.0,"Fantasy,Adventure,Animation,Comedy,Family",05/17/2007,1h 33m,Chris Miller,https://www.themoviedb.org/movie/810
456,Close,79.0,Drama,11/02/2022,1h 45m,Lukas Dhont,https://www.themoviedb.org/movie/901563
457,Aunt's Temptation 3,58.0,Romance,05/22/2020,1h 11m,Won Myeong-jun,https://www.themoviedb.org/movie/710692
458,The Conjuring 2,73.0,"Horror,Thriller",06/10/2016,2h 14m,James Wan,https://www.themoviedb.org/movie/259693
459,The Town,72.0,"Crime,Drama,Thriller",10/15/2010,2h 5m,Ben Affleck,https://www.themoviedb.org/movie/23168
460,No Exit,70.0,"Horror,Thriller,Mystery",02/25/2022,1h 36m,Damien Power,https://www.themoviedb.org/movie/833425
461,Puss in Boots,64.0,"Action,Animation,Adventure,Comedy,Family",10/28/2011,1h 30m,Chris Miller,https://www.themoviedb.org/movie/417859
462,Harry Potter 20th Anniversary: Return to Hogwarts,73.0,Documentary,01/01/2022,1h 43m,Casey Patterson,https://www.themoviedb.org/movie/899082
463,Creed II,70.0,Drama,11/21/2018,2h 10m,Steven Caple Jr.,https://www.themoviedb.org/movie/480530
464,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),70.0,"Action,Crime",02/07/2020,1h 49m,Cathy Yan,https://www.themoviedb.org/movie/495764
465,Three Steps Above Heaven,78.0,"Romance,Drama",12/03/2010,2h 2m,Fernando González Molina,https://www.themoviedb.org/movie/61979
466,Blue Thermal,55.0,"Animation,Drama,Romance,Comedy",03/04/2022,1h 43m,Masaki Tachibana,https://www.themoviedb.org/movie/865767
467,Incantation,69.0,Horror,03/18/2022,1h 51m,Kevin Ko,https://www.themoviedb.org/movie/864370
468,Jeepers Creepers 3,49.0,"Horror,Mystery,Thriller",11/16/2017,1h 40m,Victor Salva,https://www.themoviedb.org/movie/55341
469,Soul,82.0,"Animation,Family,Comedy,Fantasy,Drama",12/25/2020,1h 41m,Pete Docter,https://www.themoviedb.org/movie/508442
470,Asking For It,56.0,"Action,Thriller,Drama",03/04/2022,1h 37m,Eamon O'Rourke,https://www.themoviedb.org/movie/825672
471,Marudase Kintarou,0.0,"Romance,Comedy,Animation",12/11/2020,null,Hideki Araki,https://www.themoviedb.org/movie/670327
472,How to Train Your Dragon: The Hidden World,78.0,"Animation,Family,Adventure",03/21/2019,1h 44m,Dean DeBlois,https://www.themoviedb.org/movie/166428
473,Beauty Salon: Special Services 4,65.0,Romance,05/04/2020,null,null,https://www.themoviedb.org/movie/721187
474,Everything Everywhere All at Once,81.0,"Action,Adventure,Science Fiction",04/08/2022,2h 20m,Daniel Kwan,https://www.themoviedb.org/movie/545611
475,Mad Max: Fury Road,76.0,"Action,Adventure,Science Fiction",05/15/2015,2h 1m,George Miller,https://www.themoviedb.org/movie/76341
476,The Amazing Spider-Man 2,65.0,"Action,Adventure,Fantasy",05/02/2014,2h 22m,Marc Webb,https://www.themoviedb.org/movie/102382
477,Cars 3,68.0,"Animation,Adventure,Comedy,Family",06/16/2017,1h 42m,Brian Fee,https://www.themoviedb.org/movie/260514
478,The No Man Zone. The Movie,0.0,"Comedy,Science Fiction",06/09/2022,null,Dmitry Gribanov,https://www.themoviedb.org/movie/981588
479,Purple Hearts,83.0,"Romance,Drama",07/29/2022,2h 2m,Elizabeth Allen Rosenbaum,https://www.themoviedb.org/movie/762975
480,The Takedown,60.0,"Comedy,Action",05/06/2022,1h 59m,Louis Leterrier,https://www.themoviedb.org/movie/785985
481,Ivy + Bean: Doomed to Dance,75.0,"Family,Comedy",09/02/2022,57m,Elissa Down,https://www.themoviedb.org/movie/1014530
482,War of the Worlds: Annihilation,53.0,"Science Fiction,Action",12/22/2021,1h 53m,Maximilian Elfeldt,https://www.themoviedb.org/movie/919689
483,Collision,60.0,"Thriller,Crime,Drama",06/16/2022,1h 39m,Fabien Martorell,https://www.themoviedb.org/movie/975714
484,Virus:32,71.0,Horror,04/21/2022,1h 30m,Gustavo Hernández,https://www.themoviedb.org/movie/893370
485,Wrong Turn 3: Left for Dead,56.0,"Horror,Thriller",10/20/2009,1h 31m,Declan O'Brien,https://www.themoviedb.org/movie/23823
486,The Munsters,61.0,"Comedy,Fantasy",09/27/2022,1h 50m,Rob Zombie,https://www.themoviedb.org/movie/804413
487,Pirates of the Caribbean: The Curse of the Black Pearl,78.0,"Adventure,Fantasy,Action",08/15/2003,2h 23m,Gore Verbinski,https://www.themoviedb.org/movie/22
488,Your Name.,85.0,"Romance,Animation,Drama",08/26/2016,1h 46m,Makoto Shinkai,https://www.themoviedb.org/movie/372058
489,The Outfit,72.0,"Crime,Drama,Thriller",03/18/2022,1h 45m,Graham Moore,https://www.themoviedb.org/movie/799876
490,The Good Nurse,70.0,"Drama,Crime,Mystery",10/20/2022,2h 1m,Tobias Lindholm,https://www.themoviedb.org/movie/541134
491,Cars 2,60.0,"Animation,Family,Adventure,Comedy",06/16/2011,1h 46m,John Lasseter,https://www.themoviedb.org/movie/49013
492,Dragon Ball Z: Broly – The Legendary Super Saiyan,73.0,"Animation,Science Fiction,Action",03/06/1993,1h 10m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/34433
493,Roald Dahl's The Witches,64.0,"Adventure,Fantasy,Comedy",10/25/2020,1h 46m,Robert Zemeckis,https://www.themoviedb.org/movie/531219
494,Texas Chainsaw Massacre,52.0,"Horror,Thriller",02/18/2022,1h 23m,David Blue Garcia,https://www.themoviedb.org/movie/632727
495,The Protégé,66.0,"Action,Thriller",08/20/2021,1h 49m,Martin Campbell,https://www.themoviedb.org/movie/645788
496,The Forever Purge,71.0,"Horror,Action,Thriller",07/02/2021,1h 43m,Everardo Gout,https://www.themoviedb.org/movie/602223
497,Pirates of the Caribbean: Dead Man's Chest,73.0,"Adventure,Fantasy,Action",07/07/2006,2h 31m,Gore Verbinski,https://www.themoviedb.org/movie/58
498,American Sicario,60.0,"Crime,Action",01/06/2022,1h 30m,RJ Collins,https://www.themoviedb.org/movie/893297
499,Me Time,60.0,Comedy,08/26/2022,1h 44m,John Hamburg,https://www.themoviedb.org/movie/862551
500,Alienoid,73.0,"Action,Fantasy,Science Fiction,Adventure",07/20/2022,2h 23m,Choi Dong-hoon,https://www.themoviedb.org/movie/601796
501,The Shawshank Redemption,87.0,"Drama,Crime",10/14/1994,2h 22m,Frank Darabont,https://www.themoviedb.org/movie/278
502,Enola Holmes,73.0,"Action,Adventure,Mystery,Comedy,Crime",09/23/2020,2h 3m,Harry Bradbeer,https://www.themoviedb.org/movie/497582
503,Bantú Mama,0.0,Drama,11/17/2022,1h 17m,Iván Herrera,https://www.themoviedb.org/movie/796765
504,Exploits of a Young Don Juan,55.0,"Comedy,Drama",03/11/1987,1h 35m,Gianfranco Mingozzi,https://www.themoviedb.org/movie/81774
505,Oppressive Torture,20.0,,01/14/1978,1h 1m,Kōji Wakamatsu,https://www.themoviedb.org/movie/466353
506,Taken 3,62.0,"Thriller,Action",01/08/2015,1h 49m,Olivier Megaton,https://www.themoviedb.org/movie/260346
507,No Manches Frida,78.0,Comedy,09/15/2016,1h 40m,Nacho G. Velilla,https://www.themoviedb.org/movie/375794
508,Mr. Harrigan's Phone,66.0,"Drama,Thriller,Horror",10/05/2022,1h 45m,John Lee Hancock,https://www.themoviedb.org/movie/723419
509,Cinderella,70.0,"Family,Fantasy,Animation,Romance",03/04/1950,1h 14m,Clyde Geronimi,https://www.themoviedb.org/movie/11224
510,The Equalizer,72.0,"Thriller,Action,Crime",11/21/2014,2h 12m,Antoine Fuqua,https://www.themoviedb.org/movie/156022
511,The Little Mermaid,73.0,"Animation,Family,Fantasy",11/17/1989,1h 23m,Ron Clements,https://www.themoviedb.org/movie/10144
512,Dragon Ball Z: Wrath of the Dragon,72.0,"Animation,Action,Science Fiction",07/15/1995,51m,Mitsuo Hashimoto,https://www.themoviedb.org/movie/39108
513,Cinderella,68.0,"Romance,Fantasy,Family,Drama",03/13/2015,1h 45m,Kenneth Branagh,https://www.themoviedb.org/movie/150689
514,Finding Nemo,78.0,"Animation,Family",05/30/2003,1h 40m,Andrew Stanton,https://www.themoviedb.org/movie/12
515,Girl in the Basement,80.0,"Crime,Thriller,TV Movie",02/27/2021,1h 28m,Elisabeth Röhm,https://www.themoviedb.org/movie/801335
516,Fifty Shades Freed,67.0,"Drama,Romance",02/09/2018,1h 45m,James Foley,https://www.themoviedb.org/movie/337167
517,The Godfather Part III,74.0,"Crime,Drama,Thriller",05/01/1992,2h 50m,Francis Ford Coppola,https://www.themoviedb.org/movie/242
518,Terminator Genisys,59.0,"Science Fiction,Action,Thriller,Adventure",07/02/2015,2h 6m,Alan Taylor,https://www.themoviedb.org/movie/87101
519,The Unholy,67.0,"Horror,Mystery",04/02/2021,1h 39m,Evan Spiliotopoulos,https://www.themoviedb.org/movie/632357
520,The Babysitter: Killer Queen,64.0,"Comedy,Horror",09/10/2020,1h 41m,McG,https://www.themoviedb.org/movie/623491
521,Pirates of the Caribbean: At World's End,72.0,"Adventure,Fantasy,Action",05/19/2007,2h 49m,Gore Verbinski,https://www.themoviedb.org/movie/285
522,Belle,79.0,"Animation,Drama,Science Fiction,Music",07/16/2021,2h 2m,Mamoru Hosoda,https://www.themoviedb.org/movie/776305
523,Fast & Furious Presents: Hobbs & Shaw,69.0,"Action,Adventure,Comedy",08/02/2019,2h 17m,David Leitch,https://www.themoviedb.org/movie/384018
524,Jurassic World,67.0,"Action,Adventure,Science Fiction,Thriller",06/11/2015,2h 4m,Colin Trevorrow,https://www.themoviedb.org/movie/135397
525,Resurrection,61.0,"Drama,Horror,Thriller",10/29/2022,1h 43m,Andrew Semans,https://www.themoviedb.org/movie/872497
526,Glass Onion: A Knives Out Mystery,77.0,"Comedy,Crime,Mystery",11/23/2022,2h 19m,Rian Johnson,https://www.themoviedb.org/movie/661374
527,San Andreas,62.0,"Action,Drama,Thriller",05/29/2015,1h 54m,Brad Peyton,https://www.themoviedb.org/movie/254128
528,Howl's Moving Castle,84.0,"Fantasy,Animation,Adventure",11/19/2004,1h 59m,Hayao Miyazaki,https://www.themoviedb.org/movie/4935
529,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",71.0,"Adventure,Family,Fantasy",12/09/2005,2h 23m,Andrew Adamson,https://www.themoviedb.org/movie/411
530,The Curse of Bridge Hollow,68.0,"Adventure,Comedy,Horror,Family",10/14/2022,1h 29m,Jeff Wadlow,https://www.themoviedb.org/movie/864959
531,The Unbearable Weight of Massive Talent,68.0,"Action,Comedy,Crime",04/22/2022,1h 47m,Tom Gormican,https://www.themoviedb.org/movie/648579
532,My Hero Academia: Two Heroes,79.0,"Animation,Action,Adventure,Fantasy",08/03/2018,1h 36m,Kenji Nagasaki,https://www.themoviedb.org/movie/505262
533,Jungle Cruise,75.0,"Action,Adventure,Fantasy",09/24/2021,2h 7m,Jaume Collet-Serra,https://www.themoviedb.org/movie/451048
534,Cinderella II: Dreams Come True,61.0,"Family,Animation,Romance,Fantasy",02/23/2002,1h 14m,John Kafka,https://www.themoviedb.org/movie/14128
535,Hot Seat,58.0,"Thriller,Action",07/01/2022,1h 27m,James Cullen Bressack,https://www.themoviedb.org/movie/888195
536,R.I.P.D.,58.0,"Fantasy,Action,Comedy,Crime",07/19/2013,1h 36m,Robert Schwentke,https://www.themoviedb.org/movie/49524
537,Scary Movie,63.0,Comedy,07/07/2000,1h 28m,Keenen Ivory Wayans,https://www.themoviedb.org/movie/4247
538,X-Men: Apocalypse,65.0,"Action,Adventure,Science Fiction,Fantasy",05/27/2016,2h 24m,Bryan Singer,https://www.themoviedb.org/movie/246655
539,Haul Out the Holly,55.0,"TV Movie,Comedy,Drama,Romance",11/26/2022,1h 24m,Maclain Nelson,https://www.themoviedb.org/movie/1028556
540,WarHunt,50.0,"Action,Horror,Thriller,War,Fantasy",07/07/2022,1h 33m,Mauro Borrelli,https://www.themoviedb.org/movie/697799
541,Toy Story 3,78.0,"Animation,Family,Comedy",06/25/2010,1h 43m,Lee Unkrich,https://www.themoviedb.org/movie/10193
542,My Policeman,81.0,"Drama,Romance",10/21/2022,1h 53m,Michael Grandage,https://www.themoviedb.org/movie/744114
543,Spider-Man,73.0,"Fantasy,Action",05/24/2002,2h 1m,Sam Raimi,https://www.themoviedb.org/movie/557
544,Hansan: Rising Dragon,71.0,"History,Action,Drama,War",07/27/2022,2h 10m,Kim Han-min,https://www.themoviedb.org/movie/588108
545,Old People,58.0,Horror,10/07/2022,1h 41m,Andy Fetscher,https://www.themoviedb.org/movie/999722
546,Top Gun,70.0,"Action,Drama",05/16/1986,1h 50m,Tony Scott,https://www.themoviedb.org/movie/744
547,The Cellar,67.0,"Horror,Mystery",03/25/2022,1h 34m,Brendan Muldowney,https://www.themoviedb.org/movie/758724
548,Superbad,72.0,Comedy,08/17/2007,1h 53m,Greg Mottola,https://www.themoviedb.org/movie/8363
549,Spider-Man 3,64.0,"Fantasy,Action,Adventure",05/03/2007,2h 19m,Sam Raimi,https://www.themoviedb.org/movie/559
550,Charlie and the Chocolate Factory,70.0,"Adventure,Comedy,Family,Fantasy",07/15/2005,1h 55m,Tim Burton,https://www.themoviedb.org/movie/118
551,Naruto Shippuden the Movie: Blood Prison,73.0,"Thriller,Animation,Action,Comedy,Horror,Mystery",07/30/2011,1h 48m,Masahiko Murata,https://www.themoviedb.org/movie/75624
552,The Lord of the Rings: The Return of the King,85.0,"Adventure,Fantasy,Action",02/06/2004,3h 21m,Peter Jackson,https://www.themoviedb.org/movie/122
553,Up,79.0,"Animation,Comedy,Family,Adventure",05/28/2009,1h 36m,Pete Docter,https://www.themoviedb.org/movie/14160
554,The Princess and the Frog,72.0,"Romance,Family,Animation",12/10/2009,1h 38m,John Musker,https://www.themoviedb.org/movie/10198
555,Bride of Chucky,60.0,"Comedy,Horror,Thriller",10/16/1998,1h 29m,Ronny Yu,https://www.themoviedb.org/movie/11932
556,Fireheart,75.0,"Animation,Comedy,Family",07/13/2022,1h 32m,Theodore Anthony Lee Ty,https://www.themoviedb.org/movie/778810
557,Causeway,68.0,Drama,10/28/2022,1h 36m,Lila Neugebauer,https://www.themoviedb.org/movie/595586
558,Thor,68.0,"Adventure,Fantasy,Action",04/29/2011,1h 55m,Kenneth Branagh,https://www.themoviedb.org/movie/10195
559,The Twilight Saga: New Moon,60.0,"Adventure,Fantasy,Drama,Romance",11/20/2009,2h 11m,Chris Weitz,https://www.themoviedb.org/movie/18239
560,The Incredibles,77.0,"Action,Adventure,Animation,Family",12/17/2004,1h 55m,Brad Bird,https://www.themoviedb.org/movie/9806
561,Toy Story 4,75.0,"Family,Adventure,Animation,Comedy,Fantasy",06/21/2019,1h 40m,Josh Cooley,https://www.themoviedb.org/movie/301528
562,Groot's Pursuit,73.0,"Animation,Family,Comedy,Science Fiction",08/10/2022,5m,Kirsten Lepore,https://www.themoviedb.org/movie/1010820
563,Nobody,81.0,"Action,Crime,Thriller",08/27/2021,1h 32m,Ilya Naishuller,https://www.themoviedb.org/movie/615457
564,Gold,63.0,"Thriller,Action",01/13/2022,1h 37m,Anthony Hayes,https://www.themoviedb.org/movie/760926
565,Friend Couples: Swapping,0.0,"Romance,Drama",02/14/2017,1h 14m,Lee Sang-woo,https://www.themoviedb.org/movie/482008
566,Venom,68.0,"Science Fiction,Action",10/05/2018,1h 52m,Ruben Fleischer,https://www.themoviedb.org/movie/335983
567,Kama Sutra: A Tale of Love,57.0,"Drama,History,Romance",02/28/1997,1h 57m,Mira Nair,https://www.themoviedb.org/movie/28005
568,Looop Lapeta,63.0,"Action,Comedy,Crime",02/04/2022,2h 11m,Aakash Bhatia,https://www.themoviedb.org/movie/783461
569,John Wick: Chapter 4,0.0,"Action,Thriller,Crime",03/24/2023,null,Chad Stahelski,https://www.themoviedb.org/movie/603692
570,Mulan,69.0,"Adventure,Fantasy,Drama,Action",09/04/2020,1h 55m,Niki Caro,https://www.themoviedb.org/movie/337401
571,Inception,84.0,"Action,Science Fiction,Adventure",07/16/2010,2h 28m,Christopher Nolan,https://www.themoviedb.org/movie/27205
572,Maleficent,71.0,"Fantasy,Adventure,Action,Family,Romance",07/04/2014,1h 37m,Robert Stromberg,https://www.themoviedb.org/movie/102651
573,The Tipping Point,0.0,"Crime,Drama",11/11/2022,null,null,https://www.themoviedb.org/movie/939754
574,Baby Driver,75.0,"Action,Crime",06/30/2017,1h 53m,Edgar Wright,https://www.themoviedb.org/movie/339403
575,Rise of the Guardians,74.0,"Family,Animation,Fantasy,Action,Adventure",11/21/2012,1h 37m,Peter Ramsey,https://www.themoviedb.org/movie/81188
576,Bad Boys for Life,72.0,"Thriller,Action,Crime",01/17/2020,2h 4m,Bilall Fallah,https://www.themoviedb.org/movie/38700
577,Vendetta,64.0,Action,06/09/2022,1h 36m,Jared Cohn,https://www.themoviedb.org/movie/894169
578,Green Lantern: Beware My Power,72.0,"Animation,Action,Science Fiction",07/26/2022,1h 27m,Jeff Wamester,https://www.themoviedb.org/movie/887357
579,Maleficent: Mistress of Evil,73.0,"Family,Fantasy,Adventure,Action",10/18/2019,1h 59m,Joachim Rønning,https://www.themoviedb.org/movie/420809
580,Iron Man,76.0,"Action,Science Fiction,Adventure",05/01/2008,2h 6m,Jon Favreau,https://www.themoviedb.org/movie/1726
581,The Lord of the Rings: The Two Towers,84.0,"Adventure,Fantasy,Action",12/18/2002,2h 59m,Peter Jackson,https://www.themoviedb.org/movie/121
582,Pinocchio,71.0,"Animation,Family",02/23/1940,1h 28m,Hamilton Luske,https://www.themoviedb.org/movie/10895
583,Hancock,63.0,"Fantasy,Action",07/01/2008,1h 32m,Peter Berg,https://www.themoviedb.org/movie/8960
584,Arthur & Merlin: Knights of Camelot,53.0,"Adventure,History,Action",05/28/2020,1h 31m,Giles Alderson,https://www.themoviedb.org/movie/635237
585,Fortress: Sniper's Eye,56.0,"Action,Thriller,Crime",10/21/2022,1h 27m,Josh Sternfeld,https://www.themoviedb.org/movie/883502
586,Rurouni Kenshin: The Beginning,77.0,"Action,Adventure,Drama",06/04/2021,2h 18m,Keishi Ōtomo,https://www.themoviedb.org/movie/672322
587,Deathstroke: Knights & Dragons - The Movie,69.0,"Animation,Action,Adventure,Science Fiction",08/04/2020,1h 27m,Sung Jin Ahn,https://www.themoviedb.org/movie/703771
588,Creed,74.0,"Drama,Action",11/27/2015,2h 13m,Ryan Coogler,https://www.themoviedb.org/movie/312221
589,Hidden Figures,81.0,"Drama,History",02/24/2017,2h 7m,Theodore Melfi,https://www.themoviedb.org/movie/381284
590,Poker Face,62.0,"Thriller,Drama",11/24/2022,1h 35m,Russell Crowe,https://www.themoviedb.org/movie/842934
591,Blade Runner 2049,75.0,"Science Fiction,Drama",10/06/2017,2h 44m,Denis Villeneuve,https://www.themoviedb.org/movie/335984
592,Iron Man 3,69.0,"Action,Adventure,Science Fiction",05/03/2013,2h 10m,Shane Black,https://www.themoviedb.org/movie/68721
593,Heatwave,69.0,Thriller,01/17/2022,1h 40m,Ernie Barbarash,https://www.themoviedb.org/movie/928270
594,High School Girl Story Indecent Fruit,0.0,,10/10/1997,null,Akira Kato,https://www.themoviedb.org/movie/631330
595,The Shack,75.0,"Drama,Fantasy",03/03/2017,2h 12m,Stuart Hazeldine,https://www.themoviedb.org/movie/345938
596,The Witch: Part 2. The Other One,73.0,"Action,Mystery,Thriller,Science Fiction",06/15/2022,2h 17m,Park Hoon-jung,https://www.themoviedb.org/movie/615173
597,The Last Warrior: Root of Evil,70.0,"Fantasy,Adventure,Comedy",01/01/2021,2h,Dmitriy Dyachenko,https://www.themoviedb.org/movie/589754
598,Halloween Kills,66.0,"Horror,Thriller",10/15/2021,1h 45m,David Gordon Green,https://www.themoviedb.org/movie/610253
599,Nightcrawler,77.0,"Crime,Drama,Thriller",10/31/2014,1h 58m,Dan Gilroy,https://www.themoviedb.org/movie/242582
600,Batman v Superman: Dawn of Justice,59.0,"Action,Adventure,Fantasy",05/06/2016,2h 32m,Zack Snyder,https://www.themoviedb.org/movie/209112
601,Jeepers Creepers,64.0,"Horror,Thriller",04/19/2002,1h 30m,Victor Salva,https://www.themoviedb.org/movie/8922
602,Transformers: Age of Extinction,59.0,"Science Fiction,Action,Adventure",06/27/2014,2h 45m,Michael Bay,https://www.themoviedb.org/movie/91314
603,Shut In,71.0,"Thriller,Horror,Drama",03/24/2022,1h 30m,D. J. Caruso,https://www.themoviedb.org/movie/629015
